Синоптический_индекс_станции,Локация,Широта,Долгота,Подъем,Дата_по_Гринвичу,Сумма_осадков,Средняя_температура
31235,Джана,55.33,134.5,318,2010-09-20T18:00:00Z,20.7,-0.625
31253,Бомнак,54.72,128.87,365,1981-05-02T15:00:00Z,20.8,-2
31253,Бомнак,54.72,128.87,365,1983-04-29T03:00:00Z,33.1,-0.85
31253,Бомнак,54.72,128.87,365,2005-05-11T00:00:00Z,35.3,-1
31253,Бомнак,54.72,128.87,365,2009-04-11T21:00:00Z,20.8,-0.2
31285,Удское,54.5,134.42,62,1978-03-30T00:00:00Z,20.200000000000003,-8.025
31285,Удское,54.5,134.42,62,1984-01-20T15:00:00Z,26.9,-20.1
31285,Удское,54.5,134.42,62,1989-09-06T06:00:00Z,825.5,-12.8
31285,Удское,54.5,134.42,62,1998-01-20T00:00:00Z,21.8,-19.2
31285,Удское,54.5,134.42,62,1998-05-19T15:00:00Z,28.5,-0.95
31285,Удское,54.5,134.42,62,2004-05-11T15:00:00Z,24.4,-0.16666666666666666
31285,Удское,54.5,134.42,62,2008-10-25T15:00:00Z,21.4,-0.45
31285,Удское,54.5,134.42,62,2008-11-03T12:00:00Z,24.1,-4.7749999999999995
31285,Удское,54.5,134.42,62,2009-03-24T00:00:00Z,25.8,-8.3
31285,Удское,54.5,134.42,62,2015-02-10T00:00:00Z,22.3,-18.375
31285,Удское,54.5,134.42,62,2015-05-05T12:00:00Z,25.7,-1.15
31285,Удское,54.5,134.42,62,2015-11-04T00:00:00Z,22.6,-2.525
31329,Экимчан,53.08,132.98,540,1986-05-07T03:00:00Z,20.1,-2.65
31329,Экимчан,53.08,132.98,540,1987-07-18T12:00:00Z,512,-12.8
31329,Экимчан,53.08,132.98,540,1987-07-19T00:00:00Z,1964.5,-42.666666666666664
31329,Экимчан,53.08,132.98,540,1987-07-19T15:00:00Z,723.1,-76.8
31329,Экимчан,53.08,132.98,540,1987-07-20T12:00:00Z,409.6,-51.2
31329,Экимчан,53.08,132.98,540,1987-07-20T18:00:00Z,1042.8999999999999,-64
31329,Экимчан,53.08,132.98,540,1987-07-21T06:00:00Z,518.3,-76.8
31329,Экимчан,53.08,132.98,540,1987-07-21T12:00:00Z,620.7,-76.8
31329,Экимчан,53.08,132.98,540,1987-09-14T21:00:00Z,1247.7,-37.93333333333334
31329,Экимчан,53.08,132.98,540,1987-09-15T09:00:00Z,927.9,-64
31329,Экимчан,53.08,132.98,540,1987-09-16T03:00:00Z,620.7,-51.2
31329,Экимчан,53.08,132.98,540,1988-02-19T00:00:00Z,313.8,-39.225
31329,Экимчан,53.08,132.98,540,1988-02-19T18:00:00Z,223.7,-33.53333333333333
31329,Экимчан,53.08,132.98,540,1988-02-20T09:00:00Z,223.7,-37.699999999999996
31329,Экимчан,53.08,132.98,540,1988-02-21T03:00:00Z,211.1,-88.9
31329,Экимчан,53.08,132.98,540,1988-02-21T12:00:00Z,211.1,-20.125
31362,Литке,53.95,140.33,22,1997-01-16T00:00:00Z,24.9,-7.75
31362,Литке,53.95,140.33,22,2010-05-03T15:00:00Z,26.9,-1.125
31362,Литке,53.95,140.33,22,2011-04-24T12:00:00Z,23.4,-1.6
31369,Николаевск-на-Амуре,53.13,140.7,67,1979-04-09T15:00:00Z,20.5,-3.625
31369,Николаевск-на-Амуре,53.13,140.7,67,2008-11-20T00:00:00Z,26,-2.875
31371,Черняево,52.78,126,208,1988-07-13T00:00:00Z,1139,-55.43333333333333
31371,Черняево,52.78,126,208,1988-07-13T12:00:00Z,614.4,-76.8
31371,Черняево,52.78,126,208,1988-07-13T18:00:00Z,1759.6999999999998,-76.8
31371,Черняево,52.78,126,208,1988-07-14T15:00:00Z,415.9,-76.8
31371,Черняево,52.78,126,208,1988-07-15T06:00:00Z,729.4,-70.3
31371,Черняево,52.78,126,208,1988-07-15T18:00:00Z,211.1,-25.6
31371,Черняево,52.78,126,208,1988-07-16T09:00:00Z,723.1,-76.7
31388,Норск,52.4,129.9,207,1987-09-26T06:00:00Z,4108.6,-59.733333333333334
31416,Им.Полины_Осипенко,52.42,136.5,69,2003-04-17T00:00:00Z,20.9,-1.1
31416,Им.Полины_Осипенко,52.42,136.5,69,2011-10-17T03:00:00Z,20.9,-0.26666666666666666
31416,Им.Полины_Осипенко,52.42,136.5,69,2015-05-05T00:00:00Z,21.1,-1.15
31436,Джаоре,52.7,141.3,5,1977-04-18T12:00:00Z,24.200000000000003,-0.55
31436,Джаоре,52.7,141.3,5,1977-11-09T00:00:00Z,21.4,-2.6999999999999997
31436,Джаоре,52.7,141.3,5,1982-01-13T03:00:00Z,22.200000000000003,-3.4749999999999996
31436,Джаоре,52.7,141.3,5,1988-12-09T00:00:00Z,31,-3.7
31436,Джаоре,52.7,141.3,5,1995-11-14T12:00:00Z,20.6,-4
31436,Джаоре,52.7,141.3,5,2003-04-17T09:00:00Z,28.6,-1.3499999999999999
31436,Джаоре,52.7,141.3,5,2012-11-29T12:00:00Z,23.1,-8.375
31439,Богородское,52.38,140.47,33,1977-11-09T12:00:00Z,26,-5.75
31439,Богородское,52.38,140.47,33,1977-11-10T00:00:00Z,21.4,-8.025
31439,Богородское,52.38,140.47,33,1986-11-15T00:00:00Z,20.9,-5.55
31443,Мазаново,51.63,128.82,161,1990-02-28T06:00:00Z,108.7,-11.275
31443,Мазаново,51.63,128.82,161,1990-03-01T00:00:00Z,844.4,-60.1
31443,Мазаново,51.63,128.82,161,1990-03-01T12:00:00Z,211.1,-32.95
31459,Верхняя_Томь,51.35,130.43,260,1987-11-03T15:00:00Z,21.3,-4.075
31510,Благовещенск,50.25,127.5,130,1995-04-05T21:00:00Z,25.4,-2.775
31532,Чекунда,50.8,132.2,271,1977-10-30T00:00:00Z,24.4,-1.025
31538,Сутур,50.1,132.1,343,1985-10-16T00:00:00Z,34.8,-1.975
31538,Сутур,50.1,132.1,343,1997-10-20T21:00:00Z,20.7,-1.475
26258,Псков,57.8,28.3,43,1977-12-24T15:00:00Z,21.299999999999997,-1.8
26298,Бологое,57.9,34.05,186,1990-10-21T12:00:00Z,20.2,-1.3
26359,Пушкинские_Горы,57.02,28.9,108,1992-11-14T06:00:00Z,20.1,-2.675
26359,Пушкинские_Горы,57.02,28.9,108,2008-03-25T09:00:00Z,20.200000000000003,-2.125
26477,Великие_Луки,56.35,30.62,97,1978-12-13T21:00:00Z,20.4,-6.7
26702,Калининград,54.72,20.62,20,1979-01-30T15:00:00Z,22.8,-3.4
26702,Калининград,54.72,20.62,20,1983-11-22T09:00:00Z,20.8,-2.625
26702,Калининград,54.72,20.62,20,2006-11-02T21:00:00Z,26.1,-0.5
26706,Железнодорожный,54.38,21.3,49,1979-01-30T15:00:00Z,31.5,-4.075
26781,Смоленск,54.75,32.07,236,1993-10-23T21:00:00Z,20.1,-2.05
26781,Смоленск,54.75,32.07,236,2013-03-15T06:00:00Z,20.200000000000003,-4.05
26976,Красная_Гора,53.02,31.6,147,2005-01-27T06:00:00Z,23.1,-11.5
27008,Бабаево,59.4,35.93,136,2009-12-26T06:00:00Z,21.2,-5.975
27208,Максатиха,57.8,35.9,140,2012-11-30T06:00:00Z,26.4,-9.275
27225,Рыбинск,58.1,38.68,104,2013-02-04T18:00:00Z,28.3,-4.125
27277,Ветлуга,57.85,45.77,133,2009-11-08T06:00:00Z,20.2,-0.875
27385,Яранск,57.37,47.92,103,1993-10-17T00:00:00Z,22.6,-0.4666666666666667
27385,Яранск,57.37,47.92,103,2013-03-19T06:00:00Z,22.4,-6.925
27208,Максатиха,57.8,35.9,140,2012-11-30T06:00:00Z,26.4,-9.275
27225,Рыбинск,58.1,38.68,104,2013-02-04T18:00:00Z,28.3,-4.125
27277,Ветлуга,57.85,45.77,133,2009-11-08T06:00:00Z,20.2,-0.875
27385,Яранск,57.37,47.92,103,1993-10-17T00:00:00Z,22.6,-0.4666666666666667
27385,Яранск,57.37,47.92,103,2013-03-19T06:00:00Z,22.4,-6.925
27612,"Москва,ВДНХ",55.83,37.62,147,1981-12-14T09:00:00Z,23.2,-2.875
27625,Коломна,55.13,38.73,112,1996-12-15T18:00:00Z,23.7,-3.625
27648,Елатьма,54.95,41.77,132,1982-01-07T06:00:00Z,21,-17.575
27648,Елатьма,54.95,41.77,132,1986-02-24T06:00:00Z,20.6,-1.15
27648,Елатьма,54.95,41.77,132,1998-12-10T18:00:00Z,20.4,-1.825
27648,Елатьма,54.95,41.77,132,2006-11-27T06:00:00Z,24.4,-0.325
27707,Сухиничи,54.1,35.35,237,1998-10-02T00:00:00Z,20.099999999999998,-0.5
27730,Рязань,54.63,39.7,155,1985-01-09T15:00:00Z,23.3,-6.949999999999999
27756,Краснослободск,54.4,43.8,185,1998-10-02T12:00:00Z,21.4,-0.4
27756,Краснослободск,54.4,43.8,185,1998-12-10T06:00:00Z,20.1,-2.85
27823,Павелец,53.78,39.25,209,1992-10-27T18:00:00Z,20.1,-2
27823,Павелец,53.78,39.25,209,1998-04-07T21:00:00Z,21.4,-0.13333333333333333
27823,Павелец,53.78,39.25,209,2016-01-18T18:00:00Z,20.1,-6.975
29313,Пудино,57.57,79.43,96,1996-05-12T00:00:00Z,22.3,-1.675
29328,Бакчар,57,82.07,109,1979-11-18T03:00:00Z,20.8,-4.3
29379,Тасеево,57.2,94.55,163,1995-01-05T09:00:00Z,21.2,-3.075
29430,Томск,56.5,84.92,141,1994-11-04T00:00:00Z,28.9,-6.875
31562,Нижнетамбовское,50.9,138.2,20,2008-11-07T00:00:00Z,21.3,-4.75
31677,Солекуль,49.2,138.1,915,1978-05-02T12:00:00Z,23.200000000000003,-1.4
31677,Солекуль,49.2,138.1,915,1995-09-11T06:00:00Z,28.6,-0.8
31677,Солекуль,49.2,138.1,915,2010-10-15T12:00:00Z,20.3,-1.425
31677,Солекуль,49.2,138.1,915,2012-10-14T21:00:00Z,22.4,-1.4
31707,Екатерино-Никольское,47.73,130.97,72,1977-11-26T12:00:00Z,22,-6.15
31707,Екатерино-Никольское,47.73,130.97,72,1987-03-07T03:00:00Z,627,-37.7
31707,Екатерино-Никольское,47.73,130.97,72,1987-03-07T15:00:00Z,742,-40.9
31707,Екатерино-Никольское,47.73,130.97,72,1987-03-08T03:00:00Z,422.2,-31.3
31707,Екатерино-Никольское,47.73,130.97,72,1987-03-08T12:00:00Z,934.2,-24.900000000000002
31707,Екатерино-Никольское,47.73,130.97,72,1987-03-08T21:00:00Z,415.9,-63.3
31707,Екатерино-Никольское,47.73,130.97,72,1987-03-09T03:00:00Z,1439.9,-12.1
31707,Екатерино-Никольское,47.73,130.97,72,1987-03-09T12:00:00Z,518.3,-37.7
31707,Екатерино-Никольское,47.73,130.97,72,1987-03-09T21:00:00Z,415.9,-88.9
31707,Екатерино-Никольское,47.73,130.97,72,1987-03-10T12:00:00Z,211.1,-76.1
31707,Екатерино-Никольское,47.73,130.97,72,1987-03-10T18:00:00Z,313.5,-88.9
31707,Екатерино-Никольское,47.73,130.97,72,1987-03-11T00:00:00Z,524.6,-18.5
31707,Екатерино-Никольское,47.73,130.97,72,2013-11-18T12:00:00Z,29.3,-1.7000000000000002
31725,Смидович,48.62,133.83,50,1983-11-16T00:00:00Z,22,-3.1
31725,Смидович,48.62,133.83,50,1989-08-22T06:00:00Z,1139,-76.8
31725,Смидович,48.62,133.83,50,1989-08-23T03:00:00Z,1350.1,-51.2
31725,Смидович,48.62,133.83,50,1989-08-24T00:00:00Z,524.6,-64
31725,Смидович,48.62,133.83,50,1989-08-24T18:00:00Z,211.1,-25.6
31725,Смидович,48.62,133.83,50,1989-08-25T00:00:00Z,1862.1,-51.166666666666664
31725,Смидович,48.62,133.83,50,1989-08-25T15:00:00Z,838.0999999999999,-64
31725,Смидович,48.62,133.83,50,1989-08-26T06:00:00Z,1139,-51.1
31725,Смидович,48.62,133.83,50,1990-09-29T15:00:00Z,415.9,-64
31725,Смидович,48.62,133.83,50,1990-09-29T21:00:00Z,1862.1,-46.93333333333334
31725,Смидович,48.62,133.83,50,1990-09-30T09:00:00Z,819.2,-25.6
31725,Смидович,48.62,133.83,50,2007-02-14T00:00:00Z,21.4,-11.45
31725,Смидович,48.62,133.83,50,2013-11-25T12:00:00Z,26,-2.2
31725,Смидович,48.62,133.83,50,2015-12-03T00:00:00Z,20.9,-8.1
31725,Смидович,48.62,133.83,50,2016-03-05T12:00:00Z,21.9,-3.225
31770,Советская_Гавань,49,140.3,21,1978-04-07T12:00:00Z,25.6,-2.45
31770,Советская_Гавань,49,140.3,21,1979-02-10T15:00:00Z,30.8,-1.9000000000000001
31770,Советская_Гавань,49,140.3,21,1980-12-12T03:00:00Z,24,-3.325
31770,Советская_Гавань,49,140.3,21,1980-12-12T15:00:00Z,35.5,-0.5
31770,Советская_Гавань,49,140.3,21,1982-01-12T03:00:00Z,20.599999999999998,-4.9
31770,Советская_Гавань,49,140.3,21,1982-12-23T00:00:00Z,29.400000000000002,-1.95
31770,Советская_Гавань,49,140.3,21,1985-04-05T03:00:00Z,20.9,-0.725
31770,Советская_Гавань,49,140.3,21,1986-04-15T18:00:00Z,26.3,-1.0666666666666667
31770,Советская_Гавань,49,140.3,21,1988-07-08T21:00:00Z,211.1,-89.6
31770,Советская_Гавань,49,140.3,21,1988-07-09T03:00:00Z,620.7,-76.8
31770,Советская_Гавань,49,140.3,21,1988-07-09T09:00:00Z,1446.2,-19.200000000000003
31770,Советская_Гавань,49,140.3,21,1988-07-10T03:00:00Z,518.3,-12.8
31770,Советская_Гавань,49,140.3,21,1988-07-10T12:00:00Z,729.4,-76.8
31770,Советская_Гавань,49,140.3,21,1988-07-11T00:00:00Z,415.9,-89.6
31770,Советская_Гавань,49,140.3,21,1988-07-11T09:00:00Z,723.1,-51.2
31770,Советская_Гавань,49,140.3,21,1988-11-24T21:00:00Z,49.2,-0.15000000000000002
31770,Советская_Гавань,49,140.3,21,1989-11-28T00:00:00Z,20,-1.6500000000000001
31770,Советская_Гавань,49,140.3,21,1989-12-27T00:00:00Z,27.9,-1.875
31770,Советская_Гавань,49,140.3,21,1990-02-11T12:00:00Z,34.7,-4.6
31770,Советская_Гавань,49,140.3,21,1991-01-03T00:00:00Z,24.2,-9.15
31770,Советская_Гавань,49,140.3,21,1993-12-12T12:00:00Z,37.3,-6.525
31770,Советская_Гавань,49,140.3,21,1994-02-22T12:00:00Z,20.5,-2.8
31770,Советская_Гавань,49,140.3,21,1994-04-02T00:00:00Z,20.1,-0.875
31770,Советская_Гавань,49,140.3,21,1994-04-12T21:00:00Z,31.8,-0.2
31770,Советская_Гавань,49,140.3,21,1995-01-09T12:00:00Z,23.3,-5.475
31770,Советская_Гавань,49,140.3,21,1996-01-03T12:00:00Z,23.8,-7.325
31770,Советская_Гавань,49,140.3,21,1998-01-18T12:00:00Z,28.1,-10.25
31770,Советская_Гавань,49,140.3,21,1998-12-26T00:00:00Z,23.1,-7.65
31770,Советская_Гавань,49,140.3,21,2001-02-02T00:00:00Z,23.7,-12.1
31770,Советская_Гавань,49,140.3,21,2001-03-22T12:00:00Z,22.9,-0.475
31770,Советская_Гавань,49,140.3,21,2002-01-22T00:00:00Z,47.9,-4.575
31770,Советская_Гавань,49,140.3,21,2002-04-17T12:00:00Z,22.4,-0.8
31770,Советская_Гавань,49,140.3,21,2003-11-21T12:00:00Z,28.1,-2.875
31770,Советская_Гавань,49,140.3,21,2004-02-03T00:00:00Z,24.6,-4.3999999999999995
31770,Советская_Гавань,49,140.3,21,2004-03-30T12:00:00Z,27.2,-2.325
31770,Советская_Гавань,49,140.3,21,2005-11-30T00:00:00Z,23.3,-0.35
31770,Советская_Гавань,49,140.3,21,2006-03-26T00:00:00Z,39.3,-1.45
31770,Советская_Гавань,49,140.3,21,2006-11-22T09:00:00Z,25.7,-3.6
31770,Советская_Гавань,49,140.3,21,2007-03-11T00:00:00Z,34,-5.025
31770,Советская_Гавань,49,140.3,21,2009-03-06T12:00:00Z,36.7,-1
31770,Советская_Гавань,49,140.3,21,2009-03-26T12:00:00Z,28.4,-1.525
31770,Советская_Гавань,49,140.3,21,2009-12-06T00:00:00Z,41.8,-1.075
31770,Советская_Гавань,49,140.3,21,2009-12-28T00:00:00Z,28.4,-4.325
31770,Советская_Гавань,49,140.3,21,2010-02-08T12:00:00Z,21.1,-7.5
31770,Советская_Гавань,49,140.3,21,2010-02-20T00:00:00Z,20.8,-7
31770,Советская_Гавань,49,140.3,21,2010-04-13T12:00:00Z,28.1,-1.9
31770,Советская_Гавань,49,140.3,21,2010-12-11T12:00:00Z,46.9,-1.775
31770,Советская_Гавань,49,140.3,21,2010-12-24T12:00:00Z,20.8,-0.975
31770,Советская_Гавань,49,140.3,21,2011-11-24T00:00:00Z,21.7,-3.225
31770,Советская_Гавань,49,140.3,21,2012-12-05T03:00:00Z,23.1,-6
31770,Советская_Гавань,49,140.3,21,2013-04-07T00:00:00Z,20.3,-1.45
31770,Советская_Гавань,49,140.3,21,2013-04-07T12:00:00Z,40.2,-1
31770,Советская_Гавань,49,140.3,21,2015-01-06T00:00:00Z,36.2,-6.1
31770,Советская_Гавань,49,140.3,21,2015-02-09T00:00:00Z,22,-4.425
31770,Советская_Гавань,49,140.3,21,2015-02-23T00:00:00Z,41,-1.925
31770,Советская_Гавань,49,140.3,21,2015-12-03T12:00:00Z,33.5,-1.6
31829,Золотой_мыс,47.32,138.98,27,1977-03-23T21:00:00Z,23.7,-0.5
31829,Золотой_мыс,47.32,138.98,27,1979-02-10T12:00:00Z,26.5,-1.625
31829,Золотой_мыс,47.32,138.98,27,1980-12-12T00:00:00Z,21.1,-2.325
31829,Золотой_мыс,47.32,138.98,27,1981-04-10T12:00:00Z,29.4,-0.6499999999999999
31829,Золотой_мыс,47.32,138.98,27,1982-01-11T21:00:00Z,26.5,-1.025
31829,Золотой_мыс,47.32,138.98,27,1982-12-22T18:00:00Z,20.700000000000003,-0.7666666666666666
31829,Золотой_мыс,47.32,138.98,27,1983-02-11T00:00:00Z,22.7,-11.975
31829,Золотой_мыс,47.32,138.98,27,1983-02-11T12:00:00Z,20.3,-13.274999999999999
31829,Золотой_мыс,47.32,138.98,27,1985-02-21T00:00:00Z,26,-2.35
31829,Золотой_мыс,47.32,138.98,27,1985-02-21T12:00:00Z,26.799999999999997,-3.45
31829,Золотой_мыс,47.32,138.98,27,1989-11-27T12:00:00Z,34,-1.575
31829,Золотой_мыс,47.32,138.98,27,1989-11-28T00:00:00Z,29.5,-0.7
31829,Золотой_мыс,47.32,138.98,27,1994-03-08T12:00:00Z,20.3,-0.775
31829,Золотой_мыс,47.32,138.98,27,1997-01-02T00:00:00Z,29.5,-3.4
31829,Золотой_мыс,47.32,138.98,27,1997-01-02T12:00:00Z,22.5,-3.6
31829,Золотой_мыс,47.32,138.98,27,1997-03-30T06:00:00Z,31.1,-3.375
31829,Золотой_мыс,47.32,138.98,27,1997-12-09T00:00:00Z,21.1,-1.4
31829,Золотой_мыс,47.32,138.98,27,2001-03-26T00:00:00Z,20.1,-1.85
31829,Золотой_мыс,47.32,138.98,27,2001-04-02T12:00:00Z,24.6,-2.775
31829,Золотой_мыс,47.32,138.98,27,2001-04-12T18:00:00Z,22.1,-0.2
31829,Золотой_мыс,47.32,138.98,27,2004-01-22T00:00:00Z,20.5,-3.525
31829,Золотой_мыс,47.32,138.98,27,2004-01-22T12:00:00Z,25.5,-3.0250000000000004
31829,Золотой_мыс,47.32,138.98,27,2004-02-03T09:00:00Z,22.1,-4.025
31829,Золотой_мыс,47.32,138.98,27,2004-03-30T00:00:00Z,26,-0.625
31829,Золотой_мыс,47.32,138.98,27,2005-04-07T00:00:00Z,25.3,-0.7000000000000001
31829,Золотой_мыс,47.32,138.98,27,2005-04-20T21:00:00Z,20.2,-0.45
31829,Золотой_мыс,47.32,138.98,27,2005-04-21T09:00:00Z,25.7,-1.1500000000000001
31829,Золотой_мыс,47.32,138.98,27,2005-11-29T00:00:00Z,22,-0.47500000000000003
31829,Золотой_мыс,47.32,138.98,27,2007-03-05T12:00:00Z,22.7,-5.699999999999999
31829,Золотой_мыс,47.32,138.98,27,2009-03-06T12:00:00Z,25.7,-0.625
31829,Золотой_мыс,47.32,138.98,27,2009-03-27T03:00:00Z,23.5,-0.175
31873,Дальнереченск,45.87,133.73,100,2007-03-05T00:00:00Z,24.8,-3.85
31873,Дальнереченск,45.87,133.73,100,2007-12-29T00:00:00Z,20,-4.975
31873,Дальнереченск,45.87,133.73,100,2010-11-12T00:00:00Z,22.2,-2.05
31895,Мельничное,45.45,135.5,331,1980-11-12T00:00:00Z,23.5,-5.5
31909,Терней,45,136.6,51,1983-12-26T03:00:00Z,22.9,-5.475
31909,Терней,45,136.6,51,1983-12-26T15:00:00Z,25.9,-2.325
31909,Терней,45,136.6,51,1986-01-03T15:00:00Z,24,-10.925
31909,Терней,45,136.6,51,1989-11-25T15:00:00Z,825.5,-37.7
31909,Терней,45,136.6,51,1989-11-25T21:00:00Z,723.1,-24.9
31909,Терней,45,136.6,51,1989-11-26T03:00:00Z,620.7,-88.9
31909,Терней,45,136.6,51,1990-11-10T00:00:00Z,25.1,-10.075
31909,Терней,45,136.6,51,1991-01-14T12:00:00Z,24.2,-9.65
31909,Терней,45,136.6,51,1993-01-19T00:00:00Z,25.7,-12.125
31909,Терней,45,136.6,51,1994-03-08T21:00:00Z,24.6,-3.5
31909,Терней,45,136.6,51,1994-11-24T15:00:00Z,27.2,-0.43333333333333335
31909,Терней,45,136.6,51,2001-03-04T09:00:00Z,24.4,-1.8
31909,Терней,45,136.6,51,2001-12-13T00:00:00Z,29,-6.025
31909,Терней,45,136.6,51,2003-01-03T12:00:00Z,48.7,-3.625
31909,Терней,45,136.6,51,2004-02-02T00:00:00Z,23.7,-3.4749999999999996
31909,Терней,45,136.6,51,2004-02-02T12:00:00Z,22.7,-3.525
31909,Терней,45,136.6,51,2004-11-26T21:00:00Z,27.5,-1.225
31909,Терней,45,136.6,51,2004-12-20T00:00:00Z,26,-3.65
31909,Терней,45,136.6,51,2005-03-28T18:00:00Z,34.4,-0.4
31909,Терней,45,136.6,51,2007-02-14T12:00:00Z,22,-1.55
31909,Терней,45,136.6,51,2007-03-05T00:00:00Z,39.6,-1.6
31909,Терней,45,136.6,51,2009-01-09T12:00:00Z,30.9,-10.825
31909,Терней,45,136.6,51,2009-01-10T00:00:00Z,93.1,-12.725
31909,Терней,45,136.6,51,2009-01-10T12:00:00Z,22.7,-5.55
31909,Терней,45,136.6,51,2009-01-11T12:00:00Z,21,-4.875
31909,Терней,45,136.6,51,2010-11-27T12:00:00Z,47.7,-1.6
31909,Терней,45,136.6,51,2010-12-11T09:00:00Z,20.8,-9.075
31909,Терней,45,136.6,51,2010-12-29T12:00:00Z,46.1,-6.325
31909,Терней,45,136.6,51,2011-11-23T12:00:00Z,28.7,-2.625
31909,Терней,45,136.6,51,2015-03-10T00:00:00Z,29.4,-5.875
31909,Терней,45,136.6,51,2015-12-03T09:00:00Z,20.4,-5.075
31915,Пограничный,44.4,131.38,217,1984-10-20T09:00:00Z,25,-1.5
31915,Пограничный,44.4,131.38,217,1990-12-01T00:00:00Z,23.3,-3.375
31915,Пограничный,44.4,131.38,217,2004-11-26T00:00:00Z,20.3,-3.475
31915,Пограничный,44.4,131.38,217,2006-04-19T15:00:00Z,20.4,-0.675
31915,Пограничный,44.4,131.38,217,2007-03-04T12:00:00Z,42.3,-5
31931,Свиягино,44.8,133.1,99,2002-10-22T00:00:00Z,20.9,-1.025
31931,Свиягино,44.8,133.1,99,2002-10-26T12:00:00Z,24.3,-2.8
31931,Свиягино,44.8,133.1,99,2002-10-27T00:00:00Z,27.1,-0.575
31931,Свиягино,44.8,133.1,99,2007-12-29T00:00:00Z,23.8,-5.125
31931,Свиягино,44.8,133.1,99,2014-12-01T03:00:00Z,22.4,-9.65
31959,Рудная_пристань,44.4,135.9,27,1982-01-11T03:00:00Z,27.299999999999997,-4.55
31959,Рудная_пристань,44.4,135.9,27,1986-03-15T21:00:00Z,22.9,-0.1
31959,Рудная_пристань,44.4,135.9,27,1997-01-01T12:00:00Z,23.5,-3.075
31959,Рудная_пристань,44.4,135.9,27,2003-01-03T12:00:00Z,34.2,-4.45
31959,Рудная_пристань,44.4,135.9,27,2004-11-26T21:00:00Z,25.1,-0.8666666666666667
31959,Рудная_пристань,44.4,135.9,27,2005-02-19T12:00:00Z,26.9,-2.175
31959,Рудная_пристань,44.4,135.9,27,2007-02-14T12:00:00Z,23.2,-0.6
31959,Рудная_пристань,44.4,135.9,27,2009-02-13T00:00:00Z,22.3,-1.4500000000000002
31959,Рудная_пристань,44.4,135.9,27,2010-03-15T00:00:00Z,21.9,-2.75
31959,Рудная_пристань,44.4,135.9,27,2010-11-27T21:00:00Z,28.8,-7.075
31959,Рудная_пристань,44.4,135.9,27,2010-12-10T12:00:00Z,34.9,-3.3
31960,Владивосток,43.8,131.9,187,1980-10-25T21:00:00Z,25.8,-1.1
31960,Владивосток,43.8,131.9,187,1989-11-05T12:00:00Z,22.1,-0.875
31960,Владивосток,43.8,131.9,187,2002-01-07T12:00:00Z,28.4,-2.775
31960,Владивосток,43.8,131.9,187,2004-11-26T03:00:00Z,30.4,-1.575
31960,Владивосток,43.8,131.9,187,2004-12-19T12:00:00Z,32.2,-11.6
31960,Владивосток,43.8,131.9,187,2006-02-25T00:00:00Z,31.7,-2.45
31960,Владивосток,43.8,131.9,187,2006-02-25T12:00:00Z,21.4,-4.875
31960,Владивосток,43.8,131.9,187,2006-04-19T12:00:00Z,23.7,-0.225
31960,Владивосток,43.8,131.9,187,2007-02-14T00:00:00Z,31.2,-0.725
31960,Владивосток,43.8,131.9,187,2007-03-04T12:00:00Z,48.9,-4.125
31960,Владивосток,43.8,131.9,187,2009-12-05T06:00:00Z,32,-4.775
31960,Владивосток,43.8,131.9,187,2010-03-15T00:00:00Z,32.4,-1.75
31960,Владивосток,43.8,131.9,187,2011-04-22T18:00:00Z,22,-0.275
31960,Владивосток,43.8,131.9,187,2014-11-12T06:00:00Z,33.6,-0.7000000000000001
31961,Тимирязевский,43.88,131.97,34,2001-03-04T12:00:00Z,28.5,-5.275
31961,Тимирязевский,43.88,131.97,34,2007-02-14T09:00:00Z,23.1,-6.05
31961,Тимирязевский,43.88,131.97,34,2015-04-02T21:00:00Z,27.7,-0.1
31969,Посьет,42.65,130.8,41,1994-03-22T12:00:00Z,25.3,-0.17500000000000002
31969,Посьет,42.65,130.8,41,2002-01-20T15:00:00Z,25.7,-0.23333333333333334
31969,Посьет,42.65,130.8,41,2002-01-21T06:00:00Z,25.7,-2.35
31969,Посьет,42.65,130.8,41,2004-11-26T09:00:00Z,25,-2.5
31969,Посьет,42.65,130.8,41,2007-03-04T12:00:00Z,28.2,-0.375
31969,Посьет,42.65,130.8,41,2009-12-25T12:00:00Z,23.6,-5.95
31969,Посьет,42.65,130.8,41,2013-11-17T09:00:00Z,39.5,-0.975
31989,Преображение,42.9,133.9,44,1979-02-13T12:00:00Z,28.3,-1.2
31989,Преображение,42.9,133.9,44,1985-01-19T12:00:00Z,26.5,-1.475
31989,Преображение,42.9,133.9,44,2003-01-03T00:00:00Z,22.3,-2.325
31989,Преображение,42.9,133.9,44,2009-12-05T21:00:00Z,28.9,-6.5
31989,Преображение,42.9,133.9,44,2010-03-15T00:00:00Z,31.8,-1.575
31989,Преображение,42.9,133.9,44,2013-02-01T21:00:00Z,21.4,-4.35
32014,Москальво,53.57,142.5,5,2014-12-21T12:00:00Z,23.4,-2.225
32027,Погиби,52.22,141.63,6,1989-12-05T00:00:00Z,37.6,-2.225
32027,Погиби,52.22,141.63,6,1989-12-05T12:00:00Z,26.5,-2.4
32027,Погиби,52.22,141.63,6,1994-11-28T00:00:00Z,20.1,-3.975
